"id","timestamp","data.location.type","data.location.coordinates.0","data.location.coordinates.1","data.accel.maxZ","data.accel.maxX","data.accel.maxY","data.accel.minX","data.accel.minY","data.accel.minZ","data.rpm","data.vehicleSpeed","data.calculatedLoadValue","data.intakeManifoldPressure","data.massAirFlow","data.catalystTemp1a","links.self","data.numberOfWarmupsSinceDTCsCleared","data.distanceSinceDTCsCleared","data.evapSystemVaporPressure1","data.barometricPressure","data.commandedEvaporativePurge","data.fuelLevelInput","data.designOBDRequirements","data.runTimeSinceEngineStart","data.distanceTraveledMILActivated","data.fuelRailPressure","data.oxygenSensorLocations.0","data.oxygenSensorLocations.1","data.oxygenSensorLocations.2","data.oxygenSensorLocations.3","data.oxygenSensorVoltage1a","data.shortTermFuelTrim1a","data.oxygenSensorVoltage1b","data.shortTermFuelTrim1b","data.oxygenSensorVoltage2a","data.shortTermFuelTrim2a","data.oxygenSensorVoltage2b","data.shortTermFuelTrim2b","data.intakeAirTemperature","data.absoluteThrottleSensorPosition","data.coolantTemp","data.shortTermFuelTrimBank1","data.longTermFuelTrimBank1","data.shortTermFuelTrimBank2","data.longTermFuelTrimBank2","data.fuelPressure","data.timingAdvance","data.fuelSystemStatus.Fuel System 1 Status","data.fuelSystemStatus.Fuel System 2 Status","data.fuelType","data.ambientAirTemperature","data.absoluteThrottlePositionb","data.acceleratorPedalPositiond","data.acceleratorPedalPositione","data.commandedThrottleActuatorControl","data.fuelAirCommandedEquivalenceRatio","data.relativeThrottlePosition","data.controlModuleVoltage","data.absoluteLoadValue","data.catalystTemp2a"
"c9944697-dc7c-4521-bd61-a68781aee67c","2017-11-22T03:49:20.889Z","Point",-96.791184,32.781028,8.46594,-0.344767,-4.75012,-0.536304,-4.826735,8.351018,0,0,0,99,0,,"https://telemetry.vin.li/api/v1/messages/c9944697-dc7c-4521-bd61-a68781aee67c?deviceId=e2e3bdf7-e083-4899-9af1-73df8daad210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"not available",,,,,,,,,,
"0c72bc5d-10e0-4345-b51d-0852140dfbd5","2017-11-22T03:49:17.824Z","Point",-96.791184,32.781029,8.504248,-0.421382,-4.711813,-0.536304,-4.865043,8.312711,0,0,0,99,0,,"https://telemetry.vin.li/api/v1/messages/0c72bc5d-10e0-4345-b51d-0852140dfbd5?deviceId=e2e3bdf7-e083-4899-9af1-73df8daad210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.372549019607842,19.215686274509803,9.411764705882353,14.509803921568627,,,,,
"f99547c0-53dd-429e-9df7-71822989d82c","2017-11-22T03:49:14.817Z","Point",-96.791195,32.781028,8.427633,-0.421382,-4.788428,-0.459689,-4.788428,8.389325,0,,0,99,,,"https://telemetry.vin.li/api/v1/messages/f99547c0-53dd-429e-9df7-71822989d82c?deviceId=e2e3bdf7-e083-4899-9af1-73df8daad210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,
"d686a520-13ad-4554-9cf1-6b1cbf081880","2017-11-22T03:49:11.404Z","Point",-96.791236,32.781031,8.46594,-0.421382,-4.788428,-0.497996,-4.826735,8.351018,0,0,0,99,0,,"https://telemetry.vin.li/api/v1/messages/d686a520-13ad-4554-9cf1-6b1cbf081880?deviceId=e2e3bdf7-e083-4899-9af1-73df8daad210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0283203125,21.176470588235293,,,
"060c559d-ef71-4f5b-9f46-39fa9ad8658e","2017-11-22T03:49:08.333Z","Point",-96.791211,32.781029,8.46594,-0.421382,-4.75012,-0.536304,-4.826735,8.351018,0,0,0,99,0,,"https://telemetry.vin.li/api/v1/messages/060c559d-ef71-4f5b-9f46-39fa9ad8658e?deviceId=e2e3bdf7-e083-4899-9af1-73df8daad210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,
"c9fc60fa-584e-4bc5-8ea4-b11d9492d3c6","2017-11-22T03:49:05.290Z","Point",-96.791174,32.781034,8.695785,-0.268152,-4.137202,-0.497996,-4.941657,8.274403,0,0,0,99,0,636,"https://telemetry.vin.li/api/v1/messages/c9fc60fa-584e-4bc5-8ea4-b11d9492d3c6?deviceId=e2e3bdf7-e083-4899-9af1-73df8daad210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,636
"0510ac72-cd40-45da-9b33-783ed3fdb746","2017-11-22T03:49:02.277Z","Point",-96.79116,32.781036,8.504248,-0.229845,-4.711813,-0.421382,-4.788428,7.853021,0,,0,99,0,,"https://telemetry.vin.li/api/v1/messages/0510ac72-cd40-45da-9b33-783ed3fdb746?deviceId=e2e3bdf7-e083-4899-9af1-73df8daad210",,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9587569d-66cd-4837-b272-e3a6f2e263c9","2017-11-22T03:48:58.737Z","Point",-96.791181,32.78105,8.657477,-0.191537,-4.481968,-0.536304,-4.979965,8.082866,0,0,0,99,0,,"https://telemetry.vin.li/api/v1/messages/9587569d-66cd-4837-b272-e3a6f2e263c9?deviceId=e2e3bdf7-e083-4899-9af1-73df8daad210",205,11497,15.5,,,65.09803921568627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3da5d764-d182-4f19-a6cc-c05d9fdf506f","2017-11-22T03:48:55.719Z","Point",-96.791195,32.781065,8.925629,-0.15323,-4.367046,-0.651226,-5.554576,7.891329,716.25,0,23.529411764705884,44,5.57,,"https://telemetry.vin.li/api/v1/messages/3da5d764-d182-4f19-a6cc-c05d9fdf506f?deviceId=e2e3bdf7-e083-4899-9af1-73df8daad210",,,,,29.019607843137255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"c6b6e4ab-4729-40a7-b550-283a01637bf1","2017-11-22T03:48:52.711Z","Point",-96.791174,32.781084,9.002244,-0.459689,-3.86905,-0.459689,-4.175509,8.7724,832,0,23.529411764705884,44,,,"https://telemetry.vin.li/api/v1/messages/c6b6e4ab-4729-40a7-b550-283a01637bf1?deviceId=e2e3bdf7-e083-4899-9af1-73df8daad210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0bfe33e6-8f89-4039-8162-c78e80443a25","2017-11-22T03:48:49.652Z","Point",-96.791131,32.781063,9.308704,0.727841,-3.677513,-1.417375,-4.826735,8.197788,747.75,1,25.49019607843137,45,5.95,,"https://telemetry.vin.li/api/v1/messages/0bfe33e6-8f89-4039-8162-c78e80443a25?deviceId=e2e3bdf7-e083-4899-9af1-73df8daad210",,,,,,,,,0,4510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"d46b0961-79d0-4130-96b2-1fadaa997d03","2017-11-22T03:48:46.462Z","Point",-96.791092,32.780986,9.155474,1.417375,-3.86905,-0.957686,-4.75012,8.197788,887.25,7,21.96078431372549,39,5.99,,"https://telemetry.vin.li/api/v1/messages/d46b0961-79d0-4130-96b2-1fadaa997d03?deviceId=e2e3bdf7-e083-4899-9af1-73df8daad210",,,,,,,"JOBD and OBD II",616,,,,,,,,,,,0.765,-9.375,0.725,99.21875,,,,,,,,,,,,,,,,,,,,,,
"31e9de18-4eac-4942-8ad8-22e0824fc00e","2017-11-22T03:48:43.363Z","Point",-96.791172,32.780911,9.078859,2.719827,-3.524283,0.957686,-4.711813,8.006251,691,14,19.607843137254903,35,4.42,,"https://telemetry.vin.li/api/v1/messages/31e9de18-4eac-4942-8ad8-22e0824fc00e?deviceId=e2e3bdf7-e083-4899-9af1-73df8daad210",,,,,,,,,,,"Bank 1 Sensor 1","Bank 1 Sensor 2","Bank 2 Sensor 1","Bank 2 Sensor 2",0.855,-5.46875,0.73,99.21875,,,,,,,,,,,,,,,,,,,,,,,,,,
"cc1dff11-f477-45e3-bbe7-01b197986442","2017-11-22T03:48:40.297Z","Point",-96.791321,32.780872,8.887322,0.421382,-3.639205,0.15323,-4.90335,8.159481,1651.75,16,,31,7.79,,"https://telemetry.vin.li/api/v1/messages/cc1dff11-f477-45e3-bbe7-01b197986442?deviceId=e2e3bdf7-e083-4899-9af1-73df8daad210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13987f1f-3734-41b2-8af7-a01d8f67c3c5","2017-11-22T03:48:37.294Z","Point",-96.79141,32.780941,8.657477,0.344767,-4.673505,-0.804456,-7.12518,6.933643,1503.25,17,29.019607843137255,31,8.72,,"https://telemetry.vin.li/api/v1/messages/13987f1f-3734-41b2-8af7-a01d8f67c3c5?deviceId=e2e3bdf7-e083-4899-9af1-73df8daad210",,,,,,,,,,,,,,,,,,,,,,,18,24.705882352941178,,,,,,,31.5,,,,,,,,,,,,,
"bcfff38c-0fcc-4d5f-8436-a5e3adbf2bae","2017-11-22T03:48:34.284Z","Point",-96.791471,32.780991,10.955923,0.881071,-2.145216,-2.949671,-6.052573,7.546562,1371.25,9,19.215686274509803,65,4.53,,"https://telemetry.vin.li/api/v1/messages/bcfff38c-0fcc-4d5f-8436-a5e3adbf2bae?deviceId=e2e3bdf7-e083-4899-9af1-73df8daad210",,,,,,,,,,,,,,,,,,,,,,,,,90,-3.125,-3.125,-5.46875,-2.34375,411,,,,,,,,,,,,,,
"ba1d5c0c-2f38-4c93-9cae-3f882fd6fbb3","2017-11-22T03:48:31.229Z","Point",-96.791696,32.78091,8.734092,3.102901,-5.171502,0.038307,-5.899343,7.201795,1635.75,27,55.68627450980392,82,27.06,,"https://telemetry.vin.li/api/v1/messages/ba1d5c0c-2f38-4c93-9cae-3f882fd6fbb3?deviceId=e2e3bdf7-e083-4899-9af1-73df8daad210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Closed loop, using oxygen sensor feedback to determine fuel mix","Closed loop, using oxygen sensor feedback to determine fuel mix",,,,,,,,,,,
"653298c7-fed7-4a00-92ca-e8c4b4f932a6","2017-11-22T03:48:27.705Z","Point",-96.79182,32.780901,10.764386,3.485975,-2.413368,-2.030293,-5.439654,7.201795,1642.25,22,43.529411764705884,70,18.39,,"https://telemetry.vin.li/api/v1/messages/653298c7-fed7-4a00-92ca-e8c4b4f932a6?deviceId=e2e3bdf7-e083-4899-9af1-73df8daad210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8efec1d4-f5d8-48df-b747-0b944fb9813c","2017-11-22T03:48:22.941Z","Point",-96.792103,32.781002,9.232089,-0.229845,-4.328739,-3.639205,-6.627184,6.895336,2082,31,12.941176470588236,88,21.14,,"https://telemetry.vin.li/api/v1/messages/8efec1d4-f5d8-48df-b747-0b944fb9813c?deviceId=e2e3bdf7-e083-4899-9af1-73df8daad210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2ccfa612-b32b-40b7-a1af-48bdc0d841d9","2017-11-22T03:48:18.385Z","Point",-96.792305,32.781268,8.695785,0.383074,-4.826735,-1.762141,-6.627184,7.27841,1336.5,8,31.764705882352942,64,17.46,,"https://telemetry.vin.li/api/v1/messages/2ccfa612-b32b-40b7-a1af-48bdc0d841d9?deviceId=e2e3bdf7-e083-4899-9af1-73df8daad210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gasoline",,,,,,,,,,
"fa4d2715-c0df-4d6b-9e1a-eaf0bf3122c8","2017-11-22T03:48:12.943Z","Point",-96.792336,32.781266,8.61917,0.383074,-4.596891,0.191537,-4.865043,8.274403,658,0,21.568627450980394,42,4.86,,"https://telemetry.vin.li/api/v1/messages/fa4d2715-c0df-4d6b-9e1a-eaf0bf3122c8?deviceId=e2e3bdf7-e083-4899-9af1-73df8daad210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.803921568627452,7.0588235294117645,,,,,
"638de1f6-ea5d-4549-8e0a-717fc2bcf7aa","2017-11-22T03:48:09.929Z","Point",-96.792337,32.781261,8.580862,0.383074,-4.711813,0.076615,-4.865043,8.312711,653,0,22.352941176470587,42,4.95,,"https://telemetry.vin.li/api/v1/messages/638de1f6-ea5d-4549-8e0a-717fc2bcf7aa?deviceId=e2e3bdf7-e083-4899-9af1-73df8daad210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,15.686274509803921,19.215686274509803,,,,5.490196078431373,,,
"d9ea1cb6-0bcf-447d-a63e-02ca1bcaa1ed","2017-11-22T03:48:06.919Z","Point",-96.792344,32.781274,8.312711,0.344767,-4.711813,0.306459,-4.788428,8.274403,646.75,0,22.745098039215687,43,5.08,,"https://telemetry.vin.li/api/v1/messages/d9ea1cb6-0bcf-447d-a63e-02ca1bcaa1ed?deviceId=e2e3bdf7-e083-4899-9af1-73df8daad210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
"3c1927f5-cdaa-46e1-a84f-369559d6fc20","2017-11-22T03:48:03.913Z","Point",-96.792364,32.78129,8.580862,0.421382,-4.481968,0.076615,-4.979965,8.351018,659.25,0,23.529411764705884,44,5.22,,"https://telemetry.vin.li/api/v1/messages/3c1927f5-cdaa-46e1-a84f-369559d6fc20?deviceId=e2e3bdf7-e083-4899-9af1-73df8daad210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.636,22.352941176470587,
"1b6bfeda-15ed-488b-b6fb-ac50e89193d1","2017-11-22T03:48:00.899Z","Point",-96.792339,32.781312,10.99423,1.264145,-1.225837,-1.417375,-4.481968,8.312711,646.25,0,26.274509803921568,46,6.04,675,"https://telemetry.vin.li/api/v1/messages/1b6bfeda-15ed-488b-b6fb-ac50e89193d1?deviceId=e2e3bdf7-e083-4899-9af1-73df8daad210",,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674
"4eb1cda4-9329-4296-ac1c-784f77f37fb6","2017-11-22T03:47:56.236Z","Point",-96.792486,32.78129,10.036545,1.0343,-3.524283,-1.149223,-5.094887,5.401346,934.75,35,14.901960784313726,26,4.22,,"https://telemetry.vin.li/api/v1/messages/4eb1cda4-9329-4296-ac1c-784f77f37fb6?deviceId=e2e3bdf7-e083-4899-9af1-73df8daad210",204,11496,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5328b61b-20b5-4457-b3cc-aaf685b1d2de","2017-11-22T03:47:50.900Z","Point",-96.793016,32.781166,18.081103,4.367046,-3.945664,-0.689534,-13.714057,7.776407,1069,38,14.509803921568627,40,4.13,,"https://telemetry.vin.li/api/v1/messages/5328b61b-20b5-4457-b3cc-aaf685b1d2de?deviceId=e2e3bdf7-e083-4899-9af1-73df8daad210",,,,,34.90196078431372,63.13725490196079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7299d939-af52-4874-b11c-1466aa6cdd1a","2017-11-22T03:47:47.822Z","Point",-96.793436,32.78105,9.040552,1.417375,-4.596891,-0.612919,-7.010258,6.933643,1090.75,38,37.64705882352941,69,12.81,,"https://telemetry.vin.li/api/v1/messages/7299d939-af52-4874-b11c-1466aa6cdd1a?deviceId=e2e3bdf7-e083-4899-9af1-73df8daad210",,,,,,,,,0,9340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3c18af7e-08ab-4626-b776-dcda72d6b6b4","2017-11-22T03:47:44.805Z","Point",-96.793807,32.780966,8.351018,2.52829,-4.367046,0.995993,-5.554576,6.320725,1801.75,23,46.27450980392157,65,26.12,,"https://telemetry.vin.li/api/v1/messages/3c18af7e-08ab-4626-b776-dcda72d6b6b4?deviceId=e2e3bdf7-e083-4899-9af1-73df8daad210",,,,,,,"JOBD and OBD II",553,,,,,,,,,,,,,0.645,99.21875,,,,,,,,,,,,,,,,,,,,,,
"031c4c62-d7c4-4417-93b4-c6b806bb6bbb","2017-11-22T03:47:39.220Z","Point",-96.793956,32.78112,8.61917,1.34076,-5.094887,-0.229845,-6.627184,7.27841,1596.25,13,45.490196078431374,72,17.67,,"https://telemetry.vin.li/api/v1/messages/031c4c62-d7c4-4417-93b4-c6b806bb6bbb?deviceId=e2e3bdf7-e083-4899-9af1-73df8daad210",,,,,,,,,,,,,,,,,0.655,99.21875,0.085,4.6875,,,,,,,,,,,,,,,,,,,,,,,,
"bad47f89-8e64-492a-811a-bd4aa3b824ef","2017-11-22T03:47:36.169Z","Point",-96.793958,32.78112,8.61917,0.038307,-4.520276,-0.191537,-4.826735,8.351018,656.5,0,21.176470588235293,42,4.66,,"https://telemetry.vin.li/api/v1/messages/bad47f89-8e64-492a-811a-bd4aa3b824ef?deviceId=e2e3bdf7-e083-4899-9af1-73df8daad210",,,,,,,,,,,"Bank 1 Sensor 1","Bank 1 Sensor 2","Bank 2 Sensor 1","Bank 2 Sensor 2",0.11,3.90625,,,,,,,18,14.901960784313726,,,,3.90625,-1.5625,417,7,,,,,,,,,,,,,
"ebb8a7dd-a400-43b7-9aab-26e59cc5cea6","2017-11-22T03:47:33.156Z","Point",-96.793956,32.781137,8.351018,0.076615,-4.673505,0.076615,-4.673505,8.351018,645.5,,,,,,"https://telemetry.vin.li/api/v1/messages/ebb8a7dd-a400-43b7-9aab-26e59cc5cea6?deviceId=e2e3bdf7-e083-4899-9af1-73df8daad210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"fd504ae9-0ce1-4f9b-b24b-c364f2374a88","2017-11-22T03:47:30.111Z","Point",-96.793984,32.781127,8.61917,0.038307,-4.673505,-0.344767,-4.826735,8.351018,641.5,0,21.176470588235293,42,4.67,,"https://telemetry.vin.li/api/v1/messages/fd504ae9-0ce1-4f9b-b24b-c364f2374a88?deviceId=e2e3bdf7-e083-4899-9af1-73df8daad210",,,,,,,,,,,,,,,,,,,,,,,,,,0,-2.34375,,,,,,,,,,,,,,,,,
"c325f635-6c8a-440d-b7cb-d36d8b1cec41","2017-11-22T03:47:26.945Z","Point",-96.793972,32.781138,8.657477,0,-4.558583,-0.268152,-4.788428,8.351018,647.25,0,20.784313725490197,43,4.78,,"https://telemetry.vin.li/api/v1/messages/c325f635-6c8a-440d-b7cb-d36d8b1cec41?deviceId=e2e3bdf7-e083-4899-9af1-73df8daad210",,,,,,,,,,,,,,,,,,,,,,,,,91,,,,,,,"Closed loop, using oxygen sensor feedback to determine fuel mix","Closed loop, using oxygen sensor feedback to determine fuel mix",,,,,,,,,,,
"7fd9ea68-e8bf-463a-a714-c58a71531568","2017-11-22T03:47:22.303Z","Point",-96.793974,32.781139,8.236096,-0.038307,-4.635198,-0.038307,-4.635198,8.236096,651,,21.176470588235293,,,,"https://telemetry.vin.li/api/v1/messages/7fd9ea68-e8bf-463a-a714-c58a71531568?deviceId=e2e3bdf7-e083-4899-9af1-73df8daad210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"b94950ff-9b78-4639-916c-f633af86ad0e","2017-11-22T03:47:17.340Z","Point",-96.793974,32.781139,8.61917,0,-4.596891,-0.191537,-4.865043,8.389325,658,0,21.176470588235293,42,4.64,,"https://telemetry.vin.li/api/v1/messages/b94950ff-9b78-4639-916c-f633af86ad0e?deviceId=e2e3bdf7-e083-4899-9af1-73df8daad210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"bfa98fb0-db36-403d-969e-6688f5b9d1f7","2017-11-22T03:47:14.309Z","Point",-96.793974,32.781139,8.61917,0,-4.596891,-0.268152,-4.979965,8.312711,646.75,0,20.784313725490197,42,4.71,,"https://telemetry.vin.li/api/v1/messages/bfa98fb0-db36-403d-969e-6688f5b9d1f7?deviceId=e2e3bdf7-e083-4899-9af1-73df8daad210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gasoline",,,,,,,,,,
"4797af96-ffa3-41f7-b96a-f8d0798d8469","2017-11-22T03:47:11.240Z","Point",-96.793974,32.781139,8.580862,0,-4.635198,-0.306459,-4.865043,8.312711,646.5,0,21.176470588235293,43,4.72,,"https://telemetry.vin.li/api/v1/messages/4797af96-ffa3-41f7-b96a-f8d0798d8469?deviceId=e2e3bdf7-e083-4899-9af1-73df8daad210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.215686274509803,9.411764705882353,6.666666666666667,,,,,
"4319f17c-344b-454b-a275-92ae4cda0401","2017-11-22T03:47:05.939Z","Point",-96.793961,32.781147,8.542555,0.114922,-4.596891,-0.191537,-4.788428,8.312711,649.5,0,21.176470588235293,42,4.72,,"https://telemetry.vin.li/api/v1/messages/4319f17c-344b-454b-a275-92ae4cda0401?deviceId=e2e3bdf7-e083-4899-9af1-73df8daad210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,15.294117647058824,,,,,,,,
"e7f9a0de-f816-4725-af12-45bce043d32d","2017-11-22T03:47:02.865Z","Point",-96.793957,32.781148,8.695785,0.038307,-4.443661,-0.191537,-4.941657,8.236096,653.25,0,21.176470588235293,42,4.68,,"https://telemetry.vin.li/api/v1/messages/e7f9a0de-f816-4725-af12-45bce043d32d?deviceId=e2e3bdf7-e083-4899-9af1-73df8daad210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5.098039215686274,13.753,20.392156862745097,
"7b67d922-7b5f-4d21-a66c-9deac209c65d","2017-11-22T03:46:59.839Z","Point",-96.793946,32.781143,8.504248,-0.114922,-4.711813,-0.15323,-4.865043,8.427633,653.5,0,21.568627450980394,43,4.85,,"https://telemetry.vin.li/api/v1/messages/7b67d922-7b5f-4d21-a66c-9deac209c65d?deviceId=e2e3bdf7-e083-4899-9af1-73df8daad210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"c5b07449-f7fc-467f-b2f9-be868d0c47a1","2017-11-22T03:46:56.443Z","Point",-96.793945,32.781142,8.695785,-0.114922,-4.596891,-0.268152,-4.788428,8.504248,651.25,0,21.568627450980394,43,4.83,752,"https://telemetry.vin.li/api/v1/messages/c5b07449-f7fc-467f-b2f9-be868d0c47a1?deviceId=e2e3bdf7-e083-4899-9af1-73df8daad210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750
"b8c5305c-c026-45c9-880a-4c6025823f2a","2017-11-22T03:46:53.418Z","Point",-96.793934,32.781134,9.385318,0.114922,-2.451675,-0.191537,-4.75012,8.312711,660.75,0,22.352941176470587,43,4.94,,"https://telemetry.vin.li/api/v1/messages/b8c5305c-c026-45c9-880a-4c6025823f2a?deviceId=e2e3bdf7-e083-4899-9af1-73df8daad210",204,11496,16240.75,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"fdacaa07-cb13-42e5-ab5c-2741f59cd54a","2017-11-22T03:46:50.352Z","Point",-96.793963,32.781118,10.381311,0.076615,-1.762141,-1.149223,-2.260138,9.576855,666.25,17,18.823529411764707,33,4.78,,"https://telemetry.vin.li/api/v1/messages/fdacaa07-cb13-42e5-ab5c-2741f59cd54a?deviceId=e2e3bdf7-e083-4899-9af1-73df8daad210",,,,,,49.80392156862745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9d3e3e0f-2f2f-46d9-ac3c-af4eaa2f115e","2017-11-22T03:46:47.348Z","Point",-96.794027,32.781264,10.266389,0.114922,-1.762141,-0.536304,-3.983972,7.58487,675.5,27,14.509803921568627,27,3.7,,"https://telemetry.vin.li/api/v1/messages/9d3e3e0f-2f2f-46d9-ac3c-af4eaa2f115e?deviceId=e2e3bdf7-e083-4899-9af1-73df8daad210",,,,,20.392156862745097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"be5820f4-5dd5-4ab8-9928-a0abc892e14e","2017-11-22T03:46:44.342Z","Point",-96.794199,32.78151,11.14746,0.689534,-3.102901,-1.225837,-7.661484,4.941657,890.25,37,16.470588235294116,44,4.75,,"https://telemetry.vin.li/api/v1/messages/be5820f4-5dd5-4ab8-9928-a0abc892e14e?deviceId=e2e3bdf7-e083-4899-9af1-73df8daad210",,,,,,,"JOBD and OBD II",490,0,9300,,,,,,,,,0.56,6.25,0.695,99.21875,,,,,,,,,,,,,,,,,,,,,,
"cb2ef96d-cff3-4aad-95c3-d03bc71efd3e","2017-11-22T03:46:41.309Z","Point",-96.794215,32.781766,,,,,,,906.5,,,,,,"https://telemetry.vin.li/api/v1/messages/cb2ef96d-cff3-4aad-95c3-d03bc71efd3e?deviceId=e2e3bdf7-e083-4899-9af1-73df8daad210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"a5871372-c510-406a-a119-32de850caa42","2017-11-22T03:46:37.951Z","Point",-96.794291,32.781912,9.538548,1.302452,-2.796442,-0.229845,-5.05658,7.738099,892.75,22,16.07843137254902,29,3.71,,"https://telemetry.vin.li/api/v1/messages/a5871372-c510-406a-a119-32de850caa42?deviceId=e2e3bdf7-e083-4899-9af1-73df8daad210",,,,,,,,,,,"Bank 1 Sensor 1","Bank 1 Sensor 2","Bank 2 Sensor 1","Bank 2 Sensor 2",0.68,-1.5625,0.71,99.21875,,,,,,,,,,,,,,,,,,,,,,,,,,
"406bbe67-d222-49a8-9ac3-f02719188aa0","2017-11-22T03:46:34.160Z","Point",-96.794262,32.782131,8.925629,0.114922,-4.481968,-0.383074,-4.673505,8.580862,885.25,27,21.176470588235293,,5.41,,"https://telemetry.vin.li/api/v1/messages/406bbe67-d222-49a8-9ac3-f02719188aa0?deviceId=e2e3bdf7-e083-4899-9af1-73df8daad210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5a28f561-bcb4-45f3-9d0d-c5f4f17c47ea","2017-11-22T03:46:30.961Z","Point",-96.79427,32.782275,9.8067,1.953679,-4.022279,-0.881071,-6.014265,7.201795,1009.25,27,18.431372549019606,28,6.32,,"https://telemetry.vin.li/api/v1/messages/5a28f561-bcb4-45f3-9d0d-c5f4f17c47ea?deviceId=e2e3bdf7-e083-4899-9af1-73df8daad210",,,,,,,,,,,,,,,,,,,,,,,16,16.07843137254902,,,,3.125,-1.5625,408,42,,,,,,,,,,,,,
"03c63ea2-3c21-4e48-b7b2-3bb52c56b2c4","2017-11-22T03:46:27.926Z","Point",-96.794202,32.782536,9.95993,-0.383074,-2.145216,-1.570604,-5.592884,7.891329,763.5,17,17.254901960784313,33,4.15,,"https://telemetry.vin.li/api/v1/messages/03c63ea2-3c21-4e48-b7b2-3bb52c56b2c4?deviceId=e2e3bdf7-e083-4899-9af1-73df8daad210",,,,,,,,,,,,,,,,,,,,,,,,,,-4.6875,-6.25,,,,,,,,,,,,,,,,,
"b54ee048-d99c-447d-a847-3ce4d024a07e","2017-11-22T03:46:23.690Z","Point",-96.794001,32.782588,8.887322,-0.497996,-4.673505,-1.608912,-5.861036,7.469947,1326,27,33.72549019607843,30,16.07,,"https://telemetry.vin.li/api/v1/messages/b54ee048-d99c-447d-a847-3ce4d024a07e?deviceId=e2e3bdf7-e083-4899-9af1-73df8daad210",,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,"Closed loop, using oxygen sensor feedback to determine fuel mix","Closed loop, using oxygen sensor feedback to determine fuel mix",,,,,,,,,,,
"fe795bed-d0bb-41af-91ec-ba1de613d850","2017-11-22T03:46:18.692Z","Point",-96.793769,32.782615,,,,,,,1027.75,,,,,,"https://telemetry.vin.li/api/v1/messages/fe795bed-d0bb-41af-91ec-ba1de613d850?deviceId=e2e3bdf7-e083-4899-9af1-73df8daad210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
